Date,Activity,Activity type,Unit,Amount executed
2025-03-21,Iron mining,Railway,m3,3132.114279234938
2025-10-11,Ballast,Railway,m3,2330.4210832024687
2025-10-24,Cement making,Building,m3,3010.7331358874917
2025-08-09,Foundation pouring,Building,m3,324.35810395498976
2025-06-20,Iron mining,Railway,m3,1345.393651577807
2025-07-02,Walling,Building,m2,3402.90680552969
2025-07-03,Removing trees,Building,m2,2260.455421238243
2025-12-29,Coat preparation,Road,L,2841.027754805945
2025-06-20,Coat preparation,Road,L,2426.2322664264675
2025-03-22,Subbase application,Road,m2,81.30407060203682
2025-05-26,Cement making,Building,m3,3544.70664464827
2025-11-01,Pavement,Road,m2,498.55455223859144
2025-03-28,Walling,Building,m2,91.0082080579222
2025-11-09,Ballast,Railway,m3,4830.431569745468
2025-03-08,Rolling/Tractor,Road,m2,11.198314732390191
2025-12-05,Cement making,Building,m3,3899.0151405966394
2025-10-26,Subbase application,Road,m2,2299.6082290907507
2025-03-14,Rolling/Tractor,Road,m2,1072.2895289655455
2025-01-14,Subbase application,Road,m2,1932.19029361964
2025-12-14,Terrain leveling,Building,m3,2799.7204827379833
2025-01-19,Iron mining,Railway,m3,4130.316033112898
2025-06-22,Laying steel rail,Railway,m,3203.143331673099
2025-02-18,Cement making,Building,m3,2470.8254386518825
2025-04-13,Ballast,Railway,m3,1422.393269259925
2025-02-09,Coat preparation,Road,L,2775.904494410908
2025-07-03,Removing trees,Building,m2,3373.498998979245
2025-07-15,Coat preparation,Road,L,4827.931973983712
2025-10-20,Anchorage,Railway,m2,3054.152787126039
2025-10-25,Subbase application,Road,m2,4811.538134019281
2025-05-11,Laying steel rail,Railway,m,1164.2393082618742
2025-09-03,Cement making,Building,m3,2523.902082854917
2025-04-01,Walling,Building,m2,3845.5478635186187
2025-05-24,Foundation pouring,Building,m3,1085.284716980276
2025-01-21,Coat preparation,Road,L,890.824151151739
2025-05-07,Coat preparation,Road,L,4379.823016584532
2025-04-23,Anchorage,Railway,m2,2043.8906017627635
2025-09-12,Foundation pouring,Building,m3,250.98060142383417
2025-10-30,Cement making,Building,m3,1584.8412032711058
2025-04-06,Pavement,Road,m2,3540.3624002507186
2025-05-29,Ballast,Railway,m3,4451.897976258283
2025-09-26,Cement making,Building,m3,3100.8906991296913
2025-01-18,Subbase application,Road,m2,1738.324590097679
2025-08-06,Cement making,Building,m3,627.9750177205906
2025-12-29,Subbase application,Road,m2,1672.1583635585253
2025-01-09,Subbase application,Road,m2,1462.0475448810937
2025-02-14,Laying steel rail,Railway,m,4651.1449781102
2025-09-17,Cement making,Building,m3,4833.82072046758
2025-09-26,Removing trees,Building,m2,2687.196592837096
2025-10-08,Iron mining,Railway,m3,2495.351202143632
2025-08-06,Rolling/Tractor,Road,m2,695.402998511393
2025-06-04,Rolling/Tractor,Road,m2,3435.353284764241
2025-06-05,Terrain leveling,Building,m3,2532.9211790356076
2025-08-06,Walling,Building,m2,1780.455924386999
2025-11-26,Foundation pouring,Building,m3,3.145364584550281
2025-07-05,Rolling/Tractor,Road,m2,4883.860946092049
2025-01-18,Rolling/Tractor,Road,m2,4249.990699681126
2025-04-12,Foundation pouring,Building,m3,1582.1648915427365
2025-05-07,Ballast,Railway,m3,2994.8521877749695
2025-02-22,Cement making,Building,m3,3227.307764217015
2025-01-04,Ballast,Railway,m3,2943.14948100144
2025-08-12,Removing trees,Building,m2,4175.499236023853
2025-05-30,Rolling/Tractor,Road,m2,1796.0284664592068
2025-11-03,Cement making,Building,m3,2224.6468032995335
2025-06-07,Anchorage,Railway,m2,642.8368715690458
2025-01-08,Removing trees,Building,m2,4056.804644631477
2025-10-01,Walling,Building,m2,2937.866778126626
2025-03-22,Terrain leveling,Building,m3,1067.3472508194636
2025-02-04,Coat preparation,Road,L,746.3832603508135
2025-07-18,Ballast,Railway,m3,2287.2015150286475
2025-11-20,Iron mining,Railway,m3,805.3266349425797
2025-07-06,Pavement,Road,m2,152.1952157823947
2025-09-24,Ballast,Railway,m3,117.86449982905512
2025-05-31,Pavement,Road,m2,1102.3830165556158
2025-01-22,Cement making,Building,m3,2082.1150811622515
2025-02-18,Ballast,Railway,m3,4846.500310774801
2025-04-25,Coat preparation,Road,L,446.1927356517359
2025-10-26,Laying steel rail,Railway,m,2279.2065654903167
2025-08-24,Removing trees,Building,m2,3946.929672807292
2025-11-17,Terrain leveling,Building,m3,2652.6604539260647
2025-02-05,Walling,Building,m2,3200.2811864829996
2025-11-28,Removing trees,Building,m2,3574.725310757272
2025-03-04,Pavement,Road,m2,2998.962752755967
2025-07-13,Laying steel rail,Railway,m,4613.605998243067
2025-06-28,Walling,Building,m2,4478.126679354801
2025-02-23,Foundation pouring,Building,m3,3847.245034827956
2025-11-20,Foundation pouring,Building,m3,2833.045322904631
2025-05-23,Rolling/Tractor,Road,m2,203.96764010187584
2025-02-06,Anchorage,Railway,m2,2223.413134365621
2025-02-03,Iron mining,Railway,m3,4231.692918545741
2025-11-30,Rolling/Tractor,Road,m2,845.9435284022759
2025-05-06,Iron mining,Railway,m3,1323.8783569586315
2025-08-23,Ballast,Railway,m3,3678.7441829465533
2025-09-22,Terrain leveling,Building,m3,4973.025248083952
2025-01-23,Ballast,Railway,m3,4235.203282054244
2025-06-14,Anchorage,Railway,m2,353.14434236132786
2025-02-08,Subbase application,Road,m2,558.875915070709
2025-11-02,Laying steel rail,Railway,m,221.60110124482435
2025-06-02,Pavement,Road,m2,1250.5702854462725
2025-09-04,Iron mining,Railway,m3,4533.0888664619515
2025-11-28,Ballast,Railway,m3,3260.3219367034676
2025-10-17,Ballast,Railway,m3,1263.3889673208432
2025-07-04,Laying steel rail,Railway,m,1575.397074422923
2025-09-02,Walling,Building,m2,4221.69006674627
2025-10-01,Coat preparation,Road,L,3475.467587935295
2025-03-09,Coat preparation,Road,L,2295.5745129341553
2025-07-23,Removing trees,Building,m2,4251.580291341272
2025-09-07,Ballast,Railway,m3,814.7104150164553
2025-05-26,Iron mining,Railway,m3,1849.8319495502762
2025-03-16,Pavement,Road,m2,1964.5773578565068
2025-07-24,Subbase application,Road,m2,2816.4553804180214
2025-09-13,Ballast,Railway,m3,1341.329810049418
2025-09-28,Terrain leveling,Building,m3,3810.378993120133
2025-08-05,Anchorage,Railway,m2,3458.6844509807675
2025-10-11,Anchorage,Railway,m2,293.70754712419676
2025-10-10,Iron mining,Railway,m3,927.3664744137283
2025-04-14,Rolling/Tractor,Road,m2,2400.7830885308686
2025-12-10,Foundation pouring,Building,m3,991.4505990535688
2025-06-03,Cement making,Building,m3,1372.740098188686
2025-03-19,Pavement,Road,m2,1472.4947242422566
2025-05-17,Walling,Building,m2,1886.3148683782415
2025-10-25,Cement making,Building,m3,1024.7119146893574
2025-09-07,Ballast,Railway,m3,522.0778361345368
2025-10-21,Removing trees,Building,m2,9.928499944349412
2025-08-30,Cement making,Building,m3,36.51976152064418
2025-11-22,Removing trees,Building,m2,2561.505192051839
2025-05-25,Rolling/Tractor,Road,m2,2912.2606848507653
2025-10-05,Rolling/Tractor,Road,m2,3307.8734094486185
2025-06-13,Terrain leveling,Building,m3,358.1188616832931
2025-08-07,Iron mining,Railway,m3,2289.3794534390954
2025-03-10,Iron mining,Railway,m3,4872.318679362045
2025-02-12,Laying steel rail,Railway,m,1331.6069071181591
2025-01-07,Rolling/Tractor,Road,m2,3133.5720540111515
2025-02-24,Walling,Building,m2,2273.5317688603195
2025-06-14,Ballast,Railway,m3,2171.302911345368
2025-07-25,Cement making,Building,m3,1213.377594486153
2025-06-30,Anchorage,Railway,m2,922.4972441496437
2025-11-04,Ballast,Railway,m3,286.89629441738083
2025-02-25,Subbase application,Road,m2,2702.4774605160974
2025-08-04,Removing trees,Building,m2,374.3778661003666
2025-04-01,Laying steel rail,Railway,m,203.65135140102632
2025-09-14,Coat preparation,Road,L,720.7580139911263
2025-01-12,Rolling/Tractor,Road,m2,152.66154079402128
2025-06-04,Iron mining,Railway,m3,2408.8665786707525
2025-06-30,Terrain leveling,Building,m3,1074.4342836570613
2025-01-12,Removing trees,Building,m2,2344.6604391235496
2025-10-22,Cement making,Building,m3,1962.8439082625227
2025-02-10,Iron mining,Railway,m3,2275.0907811595316
2025-08-25,Cement making,Building,m3,1382.8840067376218
2025-05-29,Laying steel rail,Railway,m,2978.320508880259
2025-08-27,Terrain leveling,Building,m3,3328.5741329378225
2025-05-04,Walling,Building,m2,3240.97274104292
2025-06-20,Pavement,Road,m2,343.89300327776317
2025-12-26,Pavement,Road,m2,400.96031885487605
2025-05-23,Laying steel rail,Railway,m,4149.768000799526
2025-12-27,Foundation pouring,Building,m3,1904.5993293931706
2025-04-29,Laying steel rail,Railway,m,4586.877644136913
2025-05-11,Iron mining,Railway,m3,3554.908508402723
2025-10-16,Foundation pouring,Building,m3,2719.4476824448134
2025-07-18,Foundation pouring,Building,m3,4450.374465115013
2025-08-23,Pavement,Road,m2,1696.3960358052693
2025-05-03,Subbase application,Road,m2,3300.522119786567
2025-09-21,Rolling/Tractor,Road,m2,3539.5689214249783
2025-05-22,Pavement,Road,m2,2111.2600692102674
2025-10-29,Rolling/Tractor,Road,m2,2640.214334206668
2025-04-12,Cement making,Building,m3,2648.423944014688
2025-11-28,Cement making,Building,m3,1969.4725742110597
2025-01-09,Subbase application,Road,m2,1585.8570344119028
2025-02-15,Iron mining,Railway,m3,31.07884561945051
2025-02-23,Rolling/Tractor,Road,m2,2532.743691477468
2025-10-02,Subbase application,Road,m2,448.6275831299169
2025-09-12,Ballast,Railway,m3,1906.142796688035
2025-02-17,Pavement,Road,m2,3938.963033779222
2025-06-17,Iron mining,Railway,m3,795.501445141144
2025-10-17,Removing trees,Building,m2,4790.21776136093
2025-09-02,Terrain leveling,Building,m3,2967.507586133667
2025-03-07,Rolling/Tractor,Road,m2,959.8100664401982
2025-09-13,Pavement,Road,m2,4127.4610376544615
2025-04-05,Walling,Building,m2,4515.757196030531
2025-06-10,Ballast,Railway,m3,2617.2961014886714
2025-02-08,Foundation pouring,Building,m3,454.80630858979134
2025-04-20,Rolling/Tractor,Road,m2,254.73196553657706
2025-07-04,Foundation pouring,Building,m3,3393.2999726914322
2025-10-10,Foundation pouring,Building,m3,3851.387397674767
2025-08-18,Subbase application,Road,m2,4300.972828078912
2025-05-11,Coat preparation,Road,L,673.0899794879069
2025-03-14,Pavement,Road,m2,252.94555051347257
2025-03-04,Iron mining,Railway,m3,1290.411369130865
2025-03-19,Foundation pouring,Building,m3,3139.374439011823
2025-08-13,Walling,Building,m2,2713.433396455204
2025-07-27,Foundation pouring,Building,m3,783.2220101060844
2025-05-19,Terrain leveling,Building,m3,1698.023830785133
2025-12-13,Walling,Building,m2,2971.5004423828204
2025-11-23,Subbase application,Road,m2,3671.9872393246706
2025-06-10,Foundation pouring,Building,m3,3360.5623350667647
2025-05-21,Removing trees,Building,m2,1863.2301341650254
2025-01-11,Pavement,Road,m2,1037.3806981395305
2025-03-03,Laying steel rail,Railway,m,4157.812833692464
2025-03-30,Ballast,Railway,m3,1031.4732780593156
2025-09-18,Foundation pouring,Building,m3,3697.0685981217766
2025-01-17,Removing trees,Building,m2,4210.75931565296
2025-11-28,Laying steel rail,Railway,m,2697.874540919482
2025-11-13,Coat preparation,Road,L,2553.125943982125
2025-07-02,Walling,Building,m2,891.0371742302248
2025-10-08,Anchorage,Railway,m2,1667.1516101342493
2025-02-02,Coat preparation,Road,L,3996.36339604658
2025-12-27,Ballast,Railway,m3,2902.9854821413965
2025-11-07,Cement making,Building,m3,3950.462255537655
2025-10-24,Iron mining,Railway,m3,1319.8752516985423
2025-01-16,Pavement,Road,m2,4070.1688937969584
2025-01-27,Rolling/Tractor,Road,m2,2891.7225351074294
2025-04-29,Subbase application,Road,m2,850.5844358063314
2025-01-27,Iron mining,Railway,m3,1477.1460898834848
2025-03-19,Walling,Building,m2,1776.3396289625255
2025-07-08,Foundation pouring,Building,m3,3456.039432792618
2025-02-21,Rolling/Tractor,Road,m2,3966.452441673185
2025-01-12,Anchorage,Railway,m2,350.09426192209867
2025-02-24,Terrain leveling,Building,m3,3010.064259659876
2025-01-29,Foundation pouring,Building,m3,2869.17220261705
2025-08-23,Ballast,Railway,m3,299.7883679038388
2025-07-15,Cement making,Building,m3,1437.0574581538021
2025-06-13,Cement making,Building,m3,1083.1553222297841
2025-12-05,Rolling/Tractor,Road,m2,4486.713693355449
2025-03-02,Foundation pouring,Building,m3,1366.8073700719547
2025-01-11,Subbase application,Road,m2,2423.772966263948
2025-10-07,Anchorage,Railway,m2,4493.206613636041
2025-12-11,Cement making,Building,m3,3744.0355092665504
2025-10-24,Rolling/Tractor,Road,m2,1420.5451957113346
2025-11-19,Ballast,Railway,m3,4072.0906314115905
2025-09-02,Terrain leveling,Building,m3,1462.547663737543
2025-12-11,Removing trees,Building,m2,938.9713437295122
2025-04-04,Rolling/Tractor,Road,m2,2959.5681093254084
2025-04-21,Walling,Building,m2,3621.5927188855094
2025-05-19,Anchorage,Railway,m2,4263.8076355322255
2025-02-08,Foundation pouring,Building,m3,869.553268695607
2025-06-28,Terrain leveling,Building,m3,1722.0074927540668
2025-09-28,Foundation pouring,Building,m3,4499.010827425748
2025-10-30,Removing trees,Building,m2,455.351073870951
2025-03-09,Iron mining,Railway,m3,1651.4783183000254
2025-10-20,Walling,Building,m2,4579.685664069319
2025-01-28,Subbase application,Road,m2,619.5898974639035
2025-05-02,Iron mining,Railway,m3,2725.0398261985056
2025-09-12,Coat preparation,Road,L,3013.615392695939
2025-11-23,Rolling/Tractor,Road,m2,2931.6660247900086
2025-05-03,Coat preparation,Road,L,4272.554930986333
2025-03-26,Rolling/Tractor,Road,m2,4084.72423277016
2025-12-16,Anchorage,Railway,m2,4062.2444112510407
2025-11-12,Subbase application,Road,m2,1349.8836728749002
2025-03-31,Coat preparation,Road,L,1509.597197782519
2025-07-08,Foundation pouring,Building,m3,670.5570548256451
2025-06-16,Coat preparation,Road,L,1915.8505391681413
2025-04-06,Rolling/Tractor,Road,m2,1351.5806337788183
2025-08-27,Cement making,Building,m3,3100.800407989994
2025-02-28,Laying steel rail,Railway,m,385.67532141641436
2025-02-19,Ballast,Railway,m3,742.185139052804
2025-11-24,Walling,Building,m2,3264.092847616089
2025-06-21,Terrain leveling,Building,m3,2486.689303812554
2025-02-02,Subbase application,Road,m2,2071.9844126130674
2025-10-04,Pavement,Road,m2,577.9307738093497
2025-04-12,Pavement,Road,m2,207.1033528391203
2025-11-19,Rolling/Tractor,Road,m2,4738.086525757827
2025-05-09,Pavement,Road,m2,1816.7279084327138
2025-11-29,Terrain leveling,Building,m3,1878.694398394563
2025-07-11,Anchorage,Railway,m2,2245.79942321906
2025-03-19,Terrain leveling,Building,m3,2337.226694636038
2025-10-23,Laying steel rail,Railway,m,387.2214158829607
2025-12-06,Terrain leveling,Building,m3,33.18659478724118
2025-10-17,Walling,Building,m2,765.4386008637049
2025-02-22,Laying steel rail,Railway,m,4614.079005293279
2025-12-09,Removing trees,Building,m2,3643.57157224075
2025-09-05,Ballast,Railway,m3,4080.323017361221
2025-09-10,Removing trees,Building,m2,3083.652215006484
2025-12-14,Cement making,Building,m3,2911.0913681872585
2025-11-22,Terrain leveling,Building,m3,1104.401055720623
2025-12-16,Coat preparation,Road,L,591.6231434281254
2025-01-20,Pavement,Road,m2,251.38271638548537
2025-10-12,Anchorage,Railway,m2,3007.5751357727986
2025-11-24,Ballast,Railway,m3,1634.5411433248453
2025-03-18,Anchorage,Railway,m2,2123.6577202322155
2025-09-05,Removing trees,Building,m2,1896.6717818883894
2025-01-12,Cement making,Building,m3,11.708056898599995
2025-04-19,Pavement,Road,m2,4486.350786126297
2025-02-13,Terrain leveling,Building,m3,4806.434701061055
2025-02-23,Coat preparation,Road,L,837.5883871689799
2025-11-11,Removing trees,Building,m2,3823.6399926891427
2025-02-07,Iron mining,Railway,m3,3657.7687680033196
2025-11-28,Pavement,Road,m2,1513.493107756521
2025-09-18,Terrain leveling,Building,m3,2031.4046162315053
2025-08-30,Anchorage,Railway,m2,387.44497599803304
2025-12-11,Anchorage,Railway,m2,3730.3956008256873
2025-04-05,Ballast,Railway,m3,658.1078107579951
2025-07-28,Rolling/Tractor,Road,m2,236.69612336143285
2025-07-22,Iron mining,Railway,m3,282.669784111656
2025-07-15,Anchorage,Railway,m2,1019.8518216412306
2025-11-26,Foundation pouring,Building,m3,977.3911360292598
2025-04-07,Pavement,Road,m2,3543.3685036150537
2025-03-19,Terrain leveling,Building,m3,1757.9878658087655
2025-05-09,Cement making,Building,m3,8.351861174709097
2025-09-21,Removing trees,Building,m2,4702.21001235325
2025-01-16,Ballast,Railway,m3,672.6770268267506
2025-06-23,Ballast,Railway,m3,79.97479187565659
2025-04-26,Iron mining,Railway,m3,1635.8803139113725
2025-01-22,Removing trees,Building,m2,265.7209565941271
2025-03-09,Foundation pouring,Building,m3,3665.129328348761
2025-09-23,Subbase application,Road,m2,4059.280213958325
2025-06-26,Removing trees,Building,m2,2101.5499763960247
2025-02-06,Laying steel rail,Railway,m,1176.9553117931625
2025-11-15,Terrain leveling,Building,m3,4258.73135142925
2025-05-08,Coat preparation,Road,L,3824.476404796248
2025-06-03,Coat preparation,Road,L,3370.6684159123147
2025-05-08,Iron mining,Railway,m3,4878.274234196482
2025-04-19,Cement making,Building,m3,1913.35610126041
2025-04-23,Anchorage,Railway,m2,1340.6254677572254
2025-12-18,Removing trees,Building,m2,4595.734859353215
2025-05-01,Iron mining,Railway,m3,4316.641696818647
2025-09-12,Rolling/Tractor,Road,m2,4059.085430509757
2025-06-07,Rolling/Tractor,Road,m2,1815.1112695122251
2025-06-07,Subbase application,Road,m2,2141.0332674626147
2025-02-26,Foundation pouring,Building,m3,588.5486185467847
2025-02-22,Ballast,Railway,m3,4737.196385526748
2025-10-26,Coat preparation,Road,L,4997.542073744839
2025-12-07,Rolling/Tractor,Road,m2,4850.684531527224
2025-11-20,Anchorage,Railway,m2,2367.0540924586508
2025-03-31,Pavement,Road,m2,1362.031652585578
2025-07-24,Cement making,Building,m3,463.5372423199019
2025-08-29,Terrain leveling,Building,m3,618.9646140458104
2025-04-19,Laying steel rail,Railway,m,1886.7926611269809
2025-11-28,Foundation pouring,Building,m3,860.3166991337952
2025-01-07,Ballast,Railway,m3,273.9680114793874
2025-02-15,Pavement,Road,m2,209.39159082290772
2025-12-29,Laying steel rail,Railway,m,3048.9262429448595
2025-06-21,Ballast,Railway,m3,941.5545458046088
2025-11-02,Terrain leveling,Building,m3,921.7336088089967
2025-05-17,Pavement,Road,m2,4625.529512059503
2025-12-29,Ballast,Railway,m3,4712.908392425316
2025-10-23,Removing trees,Building,m2,4718.950256004897
2025-02-17,Removing trees,Building,m2,4217.406142857403
2025-12-19,Walling,Building,m2,3161.652199954147
2025-02-15,Pavement,Road,m2,1465.5550252844512
2025-05-01,Iron mining,Railway,m3,2334.887316908983
